#chr	start	geneID	nearest	TSS	distance_to_TSS	distance_to_TES	strand	in_the_gene	transcripts_inbetween	transcript_ids_inbetween
chr5	73646186	.	.	.	.	.	.	.	.	.
chr14	79927582	.	.	.	.	.	.	.	.	.
chr7	148379180	.	.	.	.	.	.	.	.	.
chr7	148379362	.	.	.	.	.	.	.	.	.
chr7	148379180	.	.	.	.	.	.	.	.	.
chr7	148379362	.	.	.	.	.	.	.	.	.
chr9	107478162	.	.	.	.	.	.	.	.	.
chr10	41613298	.	.	.	.	.	.	.	.	.
chr18	61428548	.	.	.	.	.	.	.	.	.
chr11	119827740	.	.	.	.	.	.	.	.	.
chr7	16562058	.	.	.	.	.	.	.	.	.
chr3	115822204	.	.	.	.	.	.	.	.	.
chr2	172759694	.	.	.	.	.	.	.	.	.
chr2	172763360	.	.	.	.	.	.	.	.	.
chr16	72688706	.	.	.	.	.	.	.	.	.
chr4	155164911	.	.	.	.	.	.	.	.	.
chr15	102066010	.	.	.	.	.	.	.	.	.
chr2	165720222	.	.	.	.	.	.	.	.	.
chr1	158845321	.	.	.	.	.	.	.	.	.
chr2	127332233	.	.	.	.	.	.	.	.	.
chr15	102066010	.	.	.	.	.	.	.	.	.
chr15	54185561	.	.	.	.	.	.	.	.	.
chr5	90818821	.	.	.	.	.	.	.	.	.
chr6	86130730	.	.	.	.	.	.	.	.	.
chr11	69572437	.	.	.	.	.	.	.	.	.
chr1	174386565	.	.	.	.	.	.	.	.	.
chr7	127004913	.	.	.	.	.	.	.	.	.
chr15	32250651	.	.	.	.	.	.	.	.	.
chr4	140731847	.	.	.	.	.	.	.	.	.
chr11	100964551	.	.	.	.	.	.	.	.	.
chr9	83462792	.	.	.	.	.	.	.	.	.
chr11	4116866	.	.	.	.	.	.	.	.	.
chr9	43528251	.	.	.	.	.	.	.	.	.
chr9	43585984	.	.	.	.	.	.	.	.	.
chr5	115997785	.	.	.	.	.	.	.	.	.
chr10	94306306	.	.	.	.	.	.	.	.	.
chr3	67769446	.	.	.	.	.	.	.	.	.
chr3	67769446	.	.	.	.	.	.	.	.	.
chr3	30992357	.	.	.	.	.	.	.	.	.
chr7	148629281	.	.	.	.	.	.	.	.	.
chr15	82973449	.	.	.	.	.	.	.	.	.
chr7	126039427	.	.	.	.	.	.	.	.	.
chr10	82306942	.	.	.	.	.	.	.	.	.
chr10	76664902	.	.	.	.	.	.	.	.	.
chr6	87137073	.	.	.	.	.	.	.	.	.
chr6	87222111	.	.	.	.	.	.	.	.	.
chr1	140391721	.	.	.	.	.	.	.	.	.
chr2	38355143	.	.	.	.	.	.	.	.	.
chr1	135862036	.	.	.	.	.	.	.	.	.
chr14	70724643	.	.	.	.	.	.	.	.	.
chr1	138447793	.	.	.	.	.	.	.	.	.
chr18	39723442	.	.	.	.	.	.	.	.	.
chr2	165720222	.	.	.	.	.	.	.	.	.
chr2	35518012	.	.	.	.	.	.	.	.	.
chr2	35524862	.	.	.	.	.	.	.	.	.
chr17	71508749	.	.	.	.	.	.	.	.	.
chr17	43064430	.	.	.	.	.	.	.	.	.
chr16	62799541	.	.	.	.	.	.	.	.	.
chr16	34430325	.	.	.	.	.	.	.	.	.
chr7	88092779	.	.	.	.	.	.	.	.	.
chr5	147910495	.	.	.	.	.	.	.	.	.
chr13	103679464	.	.	.	.	.	.	.	.	.
chr7	104849801	.	.	.	.	.	.	.	.	.
chr6	49172166	.	.	.	.	.	.	.	.	.
chr8	13668465	.	.	.	.	.	.	.	.	.
chr1	89999634	.	.	.	.	.	.	.	.	.
chr10	114752719	.	.	.	.	.	.	.	.	.
chr15	80038823	.	.	.	.	.	.	.	.	.
chr4	136010879	.	.	.	.	.	.	.	.	.
chr4	132011663	.	.	.	.	.	.	.	.	.
chr13	120276594	.	.	.	.	.	.	.	.	.
chr14	69265002	.	.	.	.	.	.	.	.	.
chr14	69273108	.	.	.	.	.	.	.	.	.
chr10	59693654	.	.	.	.	.	.	.	.	.
chr10	59693654	.	.	.	.	.	.	.	.	.
chr10	59693654	.	.	.	.	.	.	.	.	.
chr10	59693654	.	.	.	.	.	.	.	.	.
chrX	137172820	.	.	.	.	.	.	.	.	.
chr4	35037416	.	.	.	.	.	.	.	.	.
chr2	38843815	.	.	.	.	.	.	.	.	.
chr2	38843972	.	.	.	.	.	.	.	.	.
chr16	92744754	.	.	.	.	.	.	.	.	.
chr1	167916419	.	.	.	.	.	.	.	.	.
chr14	75346569	.	.	.	.	.	.	.	.	.
chr9	70477636	.	.	.	.	.	.	.	.	.
chr7	120874367	.	.	.	.	.	.	.	.	.
chr11	103196320	.	.	.	.	.	.	.	.	.
chr14	51711605	.	.	.	.	.	.	.	.	.
chr1	145601109	.	.	.	.	.	.	.	.	.
chr9	118884586	.	.	.	.	.	.	.	.	.
chr15	80533396	.	.	.	.	.	.	.	.	.
chr15	80691860	.	.	.	.	.	.	.	.	.
chr16	62799541	.	.	.	.	.	.	.	.	.
chr16	57391635	.	.	.	.	.	.	.	.	.
chr16	57391748	.	.	.	.	.	.	.	.	.
chr2	164682813	.	.	.	.	.	.	.	.	.
chr15	74917152	.	.	.	.	.	.	.	.	.
chr15	74917383	.	.	.	.	.	.	.	.	.
chr1	159250801	BC055845_2810025M15Rik	1 of 1	159342483	91682	99552	+	NO	0	
chr3	37395368	.	.	.	.	.	.	.	.	.
chr7	16562058	.	.	.	.	.	.	.	.	.
chr9	3258857	.	.	.	.	.	.	.	.	.
chr17	56447632	.	.	.	.	.	.	.	.	.
chr17	78655126	.	.	.	.	.	.	.	.	.
chr2	160572977	.	.	.	.	.	.	.	.	.
chr4	58163335	.	.	.	.	.	.	.	.	.
chr1	78641027	.	.	.	.	.	.	.	.	.
chr3	88458239	.	.	.	.	.	.	.	.	.
chr1	89999634	.	.	.	.	.	.	.	.	.
chr3	52130683	.	.	.	.	.	.	.	.	.
chr5	87159785	.	.	.	.	.	.	.	.	.
chr1	89999634	.	.	.	.	.	.	.	.	.
chr15	99628562	.	.	.	.	.	.	.	.	.
chr1	91506074	.	.	.	.	.	.	.	.	.
chr1	91506237	.	.	.	.	.	.	.	.	.
chrX	140401017	.	.	.	.	.	.	.	.	.
chr9	44307103	.	.	.	.	.	.	.	.	.
chr3	101743281	.	.	.	.	.	.	.	.	.
chrX	140401017	.	.	.	.	.	.	.	.	.
chr14	51711605	.	.	.	.	.	.	.	.	.
chr16	57391635	.	.	.	.	.	.	.	.	.
chr16	57391748	.	.	.	.	.	.	.	.	.
chr14	79927582	.	.	.	.	.	.	.	.	.
chr8	97699878	.	.	.	.	.	.	.	.	.
chr2	173901730	.	.	.	.	.	.	.	.	.
chr2	173901730	.	.	.	.	.	.	.	.	.
chr10	45093322	.	.	.	.	.	.	.	.	.
chr19	9018714	.	.	.	.	.	.	.	.	.
chr4	126168413	.	.	.	.	.	.	.	.	.
chr8	129549456	.	.	.	.	.	.	.	.	.
chr6	76927942	.	.	.	.	.	.	.	.	.
chr1	92080342	.	.	.	.	.	.	.	.	.
chr3	10277579	.	.	.	.	.	.	.	.	.
chr18	47529528	.	.	.	.	.	.	.	.	.
chr10	127184557	.	.	.	.	.	.	.	.	.
chr4	63117595	.	.	.	.	.	.	.	.	.
chr4	63120747	.	.	.	.	.	.	.	.	.
chr9	111053664	.	.	.	.	.	.	.	.	.
chr8	129127362	.	.	.	.	.	.	.	.	.
chr3	108226998	.	.	.	.	.	.	.	.	.
chr3	60421600	.	.	.	.	.	.	.	.	.
chr3	60421744	.	.	.	.	.	.	.	.	.
chr12	114119343	.	.	.	.	.	.	.	.	.
chr4	98327543	.	.	.	.	.	.	.	.	.
chr9	110183808	.	.	.	.	.	.	.	.	.
chr18	50224778	.	.	.	.	.	.	.	.	.
chr2	31019531	.	.	.	.	.	.	.	.	.
chr10	94183365	.	.	.	.	.	.	.	.	.
chr10	60613588	.	.	.	.	.	.	.	.	.
chr14	51711605	.	.	.	.	.	.	.	.	.
chr4	95598334	.	.	.	.	.	.	.	.	.
chr6	67253361	.	.	.	.	.	.	.	.	.
chr10	79808095	.	.	.	.	.	.	.	.	.
chr15	101063407	.	.	.	.	.	.	.	.	.
chr11	21483462	.	.	.	.	.	.	.	.	.
chr3	96066220	.	.	.	.	.	.	.	.	.
chr10	41613298	.	.	.	.	.	.	.	.	.
chr18	42207995	.	.	.	.	.	.	.	.	.
chr10	127058840	.	.	.	.	.	.	.	.	.
chr2	65385479	.	.	.	.	.	.	.	.	.
chr3	27907564	.	.	.	.	.	.	.	.	.
chr1	182489776	.	.	.	.	.	.	.	.	.
chr16	96224521	.	.	.	.	.	.	.	.	.
chr3	69758259	.	.	.	.	.	.	.	.	.
chr16	94427408	.	.	.	.	.	.	.	.	.
chr8	24206095	.	.	.	.	.	.	.	.	.
chr1	163837980	.	.	.	.	.	.	.	.	.
chr4	45434915	.	.	.	.	.	.	.	.	.
chr7	147156352	.	.	.	.	.	.	.	.	.
chr11	34495361	.	.	.	.	.	.	.	.	.
chr1	89999634	.	.	.	.	.	.	.	.	.
chr13	120276594	.	.	.	.	.	.	.	.	.
chr8	73173598	.	.	.	.	.	.	.	.	.
chr8	73183558	.	.	.	.	.	.	.	.	.
chr13	91318240	.	.	.	.	.	.	.	.	.
chr17	56447632	.	.	.	.	.	.	.	.	.
chr4	116862731	.	.	.	.	.	.	.	.	.
chr15	84022595	.	.	.	.	.	.	.	.	.
chr6	83071812	.	.	.	.	.	.	.	.	.
chr6	83093011	.	.	.	.	.	.	.	.	.
chr6	47601314	.	.	.	.	.	.	.	.	.
chr1	78641027	.	.	.	.	.	.	.	.	.
chr4	53453177	.	.	.	.	.	.	.	.	.
chr4	155164911	.	.	.	.	.	.	.	.	.
chr11	114563829	.	.	.	.	.	.	.	.	.
chr7	16562058	.	.	.	.	.	.	.	.	.
chr7	147156352	.	.	.	.	.	.	.	.	.
chr16	62799541	.	.	.	.	.	.	.	.	.
chr15	77629316	.	.	.	.	.	.	.	.	.
chr15	77661605	.	.	.	.	.	.	.	.	.
chr8	23921280	.	.	.	.	.	.	.	.	.
chr2	146397541	.	.	.	.	.	.	.	.	.
chr2	102288220	.	.	.	.	.	.	.	.	.
chr1	158845321	.	.	.	.	.	.	.	.	.
chr4	65265851	.	.	.	.	.	.	.	.	.
chr4	65266046	.	.	.	.	.	.	.	.	.
chr4	135129138	.	.	.	.	.	.	.	.	.
chr7	30227710	.	.	.	.	.	.	.	.	.
chr7	30256558	.	.	.	.	.	.	.	.	.
chr4	65265851	.	.	.	.	.	.	.	.	.
chr4	65266046	.	.	.	.	.	.	.	.	.
