#feature.id	feature.chr	feature.start	feature.end	feature.strand	peak.chr	peak.start	peak.end	order	dist_closest	dist_TSS	dist_TES
NM_009930_Col3a1	chr1	45368295	45413500	+	---	---	---	---	---	---	---
NM_009938_Copa	chr1	174012565	174052450	+	chr1	174376470	174376659	1 of 1	324020	363905	324020
NM_010016_Cd55	chr1	132326379	132359520	-	chr1	132950929	132951247	1 of 2	591409	591409	624550
NM_010016_Cd55	chr1	132326379	132359520	-	chr1	133114860	133115015	2 of 2	755340	755340	788481
NM_010043_Des	chr1	75356887	75365134	+	chr1	75481920	75482054	1 of 2	116786	125033	116786
NM_010043_Des	chr1	75356887	75365134	+	chr1	75481920	75482054	2 of 2	116786	125033	116786
NM_010045_Darc	chr1	175234342	175263520	-	chr1	174376470	174376659	1 of 1	857683	886861	857683
NM_010094_Lefty1	chr1	182865132	182868532	+	chr1	182479646	182479905	1 of 2	385227	385227	388627
NM_010094_Lefty1	chr1	182865132	182868532	+	chr1	182479646	182479905	2 of 2	385227	385227	388627
NM_010098_Opn3	chr1	177592560	177622774	-	---	---	---	---	---	---	---
NM_010133_En1	chr1	122494080	122540975	+	---	---	---	---	---	---	---
NM_010135_Enah	chr1	183776371	183949877	-	---	---	---	---	---	---	---
NM_010145_Ephx1	chr1	182919689	182951015	-	chr1	182479646	182479905	1 of 2	439784	471110	439784
NM_010145_Ephx1	chr1	182919689	182951015	-	chr1	182479646	182479905	2 of 2	439784	471110	439784
NM_010164_Eya1	chr1	14117632	14318907	-	chr1	13829227	13829564	1 of 1	288068	489343	288068
NM_010177_Fasl	chr1	163710820	163718844	-	chr1	163827897	163828062	1 of 4	109053	109053	117077
NM_010177_Fasl	chr1	163710820	163718844	-	chr1	163827897	163828062	2 of 4	109053	109053	117077
NM_010177_Fasl	chr1	163710820	163718844	-	chr1	163827897	163828062	3 of 4	109053	109053	117077
NM_010177_Fasl	chr1	163710820	163718844	-	chr1	164215623	164215935	4 of 4	496779	496779	504803
NM_010184_Fcer1a	chr1	175148098	175157377	-	chr1	174376470	174376659	1 of 1	771439	780718	771439
NM_010185_Fcer1g	chr1	173159708	173164476	-	chr1	172620917	172621080	1 of 2	538628	543396	538628
NM_010185_Fcer1g	chr1	173159708	173164476	-	chr1	172620779	172620912	2 of 2	538796	543564	538796
NM_010188_Fcgr3	chr1	172916162	173015807	-	chr1	172620917	172621080	1 of 2	295082	394727	295082
NM_010188_Fcgr3	chr1	172916162	173015807	-	chr1	172620779	172620912	2 of 2	295250	394895	295250
NM_010209_Fh1	chr1	177427308	177555746	-	---	---	---	---	---	---	---
NM_010212_Fhl2	chr1	43179941	43255166	-	chr1	44195449	44195639	1 of 2	940283	940283	1015508
NM_010212_Fhl2	chr1	43179941	43255166	-	chr1	44195449	44195639	2 of 2	940283	940283	1015508
NM_010231_Fmo1	chr1	164744557	164796721	-	chr1	164215623	164215935	1 of 4	528622	580786	528622
NM_010231_Fmo1	chr1	164744557	164796721	-	chr1	164215623	164215935	2 of 4	528622	580786	528622
NM_010231_Fmo1	chr1	164744557	164796721	-	chr1	163827897	163828062	3 of 4	916495	968659	916495
NM_010231_Fmo1	chr1	164744557	164796721	-	chr1	163827897	163828062	4 of 4	916495	968659	916495
NM_010233_Fn1	chr1	71632113	71736637	-	---	---	---	---	---	---	---
NM_010262_Gbx2	chr1	91824531	91831059	-	chr1	92070253	92070431	1 of 4	239194	239194	245722
NM_010262_Gbx2	chr1	91824531	91831059	-	chr1	92070253	92070431	2 of 4	239194	239194	245722
NM_010262_Gbx2	chr1	91824531	91831059	-	chr1	91496155	91496319	3 of 4	328212	334740	328212
NM_010262_Gbx2	chr1	91824531	91831059	-	chr1	91496155	91496319	4 of 4	328212	334740	328212
NM_010267_Gdap1	chr1	17135463	17385513	+	chr1	17030405	17030545	1 of 2	104918	104918	354968
NM_010267_Gdap1	chr1	17135463	17385513	+	chr1	17030405	17030545	2 of 2	104918	104918	354968
NM_010341_Nmur1	chr1	88282479	88297441	-	chr1	88408969	88409267	1 of 1	111528	111528	126490
NM_010472_Agfg1	chr1	82836048	82918151	+	---	---	---	---	---	---	---
NM_010476_Hsd17b7	chr1	171879671	171899542	-	chr1	172620779	172620912	1 of 2	721237	721237	741108
NM_010476_Hsd17b7	chr1	171879671	171899542	-	chr1	172620917	172621080	2 of 2	721375	721375	741246
NM_010483_Htr5b	chr1	123406263	123425032	-	---	---	---	---	---	---	---
NM_010500_Ier5	chr1	156943491	156946949	-	---	---	---	---	---	---	---
NM_010518_Igfbp5	chr1	72904507	72921468	-	chr1	72815517	72815742	1 of 3	88765	105726	88765
NM_010518_Igfbp5	chr1	72904507	72921468	-	chr1	72770058	72770226	2 of 3	134281	151242	134281
NM_010518_Igfbp5	chr1	72904507	72921468	-	chr1	72769824	72770056	3 of 3	134451	151412	134451
NM_010544_Ihh	chr1	74991633	75093213	-	chr1	75481920	75482054	1 of 2	388707	388707	490287
NM_010544_Ihh	chr1	74991633	75093213	-	chr1	75481920	75482054	2 of 2	388707	388707	490287
NM_010548_Il10	chr1	132916424	132921547	+	chr1	132950929	132951247	1 of 2	29382	34505	29382
NM_010548_Il10	chr1	132916424	132921547	+	chr1	133114860	133115015	2 of 2	193313	198436	193313
NM_010552_Il17a	chr1	20660053	20766059	+	---	---	---	---	---	---	---
NM_010553_Il18rap	chr1	40572207	40606867	+	chr1	40325917	40326123	1 of 3	246084	246084	280744
NM_010553_Il18rap	chr1	40572207	40606867	+	chr1	40325917	40326123	2 of 3	246084	246084	280744
NM_010553_Il18rap	chr1	40572207	40606867	+	chr1	40325917	40326123	3 of 3	246084	246084	280744
NM_010555_Il1r2	chr1	40130058	40182052	+	chr1	40325917	40326123	1 of 4	143865	195859	143865
NM_010555_Il1r2	chr1	40130058	40182052	+	chr1	40325917	40326123	2 of 4	143865	195859	143865
NM_010555_Il1r2	chr1	40130058	40182052	+	chr1	40325917	40326123	3 of 4	143865	195859	143865
NM_010555_Il1r2	chr1	40130058	40182052	+	chr1	39492140	39492513	4 of 4	637545	637545	689539
NM_010564_Inha	chr1	75503647	75506924	+	chr1	75481920	75482054	1 of 2	21593	21593	24870
NM_010564_Inha	chr1	75503647	75506924	+	chr1	75481920	75482054	2 of 2	21593	21593	24870
NM_010566_Inpp5d	chr1	89504177	89645401	+	chr1	89989553	89989714	1 of 4	344152	485376	344152
NM_010566_Inpp5d	chr1	89504177	89645401	+	chr1	89989553	89989714	2 of 4	344152	485376	344152
NM_010566_Inpp5d	chr1	89504177	89645401	+	chr1	89989553	89989714	3 of 4	344152	485376	344152
NM_010566_Inpp5d	chr1	89504177	89645401	+	chr1	89989553	89989714	4 of 4	344152	485376	344152
NM_010570_Irs1	chr1	82229682	82233665	+	---	---	---	---	---	---	---
NM_010570_Irs1	chr1	82229686	82300552	-	---	---	---	---	---	---	---
NM_010584_Itln1	chr1	173448254	173495879	-	chr1	172620917	172621080	1 of 3	827174	874799	827174
NM_010584_Itln1	chr1	173448254	173495879	-	chr1	172620779	172620912	2 of 3	827342	874967	827342
NM_010584_Itln1	chr1	173448254	173495879	-	chr1	174376470	174376659	3 of 3	880591	880591	928216
NM_010600_Kcnh1	chr1	194014507	194368391	+	chr1	194258648	194259032	1 of 4	0	244141	109359
NM_010600_Kcnh1	chr1	194014507	194368391	+	chr1	194258648	194259032	2 of 4	0	244141	109359
NM_010600_Kcnh1	chr1	194014507	194368391	+	chr1	194645118	194645475	3 of 4	276727	630611	276727
NM_010600_Kcnh1	chr1	194014507	194368391	+	chr1	194957396	194957723	4 of 4	589005	942889	589005
NM_010607_Kcnk2	chr1	191031813	191229415	-	---	---	---	---	---	---	---
NM_010629_Kifap3	chr1	165671988	165847216	+	---	---	---	---	---	---	---
NM_010633_Uhmk1	chr1	172123558	172145524	-	chr1	172620779	172620912	1 of 2	475255	475255	497221
NM_010633_Uhmk1	chr1	172123558	172145524	-	chr1	172620917	172621080	2 of 2	475393	475393	497359
NM_010678_Aff3	chr1	38232856	38782360	-	chr1	39492140	39492513	1 of 2	709780	709780	1259284
NM_010678_Aff3	chr1	38232856	38782360	-	chr1	39492140	39492513	2 of 2	709780	709780	1259284
NM_010683_Lamc1	chr1	155065803	155179906	-	chr1	155123313	155123435	1 of 3	0	56471	57510
NM_010683_Lamc1	chr1	155065803	155179906	-	chr1	155123313	155123435	2 of 3	0	56471	57510
NM_010683_Lamc1	chr1	155065803	155179906	-	chr1	154971572	154971673	3 of 3	94130	208233	94130
NM_010712_Lhx4	chr1	157520057	157598794	-	chr1	158510523	158510813	1 of 4	911729	911729	990466
NM_010712_Lhx4	chr1	157520057	157598794	-	chr1	158510523	158510813	2 of 4	911729	911729	990466
NM_010712_Lhx4	chr1	157520057	157598794	-	chr1	158537267	158537411	3 of 4	938473	938473	1017210
NM_010712_Lhx4	chr1	157520057	157598794	-	chr1	158537267	158537411	4 of 4	938473	938473	1017210
NM_010732_Lrrn2	chr1	134776870	134865321	+	chr1	135582677	135582828	1 of 1	717356	805807	717356
NM_010766_Marco	chr1	122261022	122466383	-	---	---	---	---	---	---	---
NM_010778_Cd46	chr1	196861976	196919007	-	chr1	197057796	197057843	1 of 1	138789	138789	195820
NM_010827_Msc	chr1	14520272	14746075	-	chr1	13829227	13829564	1 of 1	690708	916511	690708
NM_010834_Mstn	chr1	53118495	53124923	+	chr1	52625416	52625560	1 of 3	492935	492935	499363
NM_010834_Mstn	chr1	53118495	53124923	+	chr1	52625416	52625560	2 of 3	492935	492935	499363
NM_010834_Mstn	chr1	53118495	53124923	+	chr1	52625416	52625560	3 of 3	492935	492935	499363
NM_010863_Myo1b	chr1	51806622	51973696	-	chr1	52625416	52625560	1 of 3	651720	651720	818794
NM_010863_Myo1b	chr1	51806622	51973696	-	chr1	52625416	52625560	2 of 3	651720	651720	818794
NM_010863_Myo1b	chr1	51806622	51973696	-	chr1	52625416	52625560	3 of 3	651720	651720	818794
NM_010865_Myoc	chr1	164569268	164581467	+	chr1	164215623	164215935	1 of 4	353333	353333	365532
NM_010865_Myoc	chr1	164569268	164581467	+	chr1	164215623	164215935	2 of 4	353333	353333	365532
NM_010865_Myoc	chr1	164569268	164581467	+	chr1	163827897	163828062	3 of 4	741206	741206	753405
NM_010865_Myoc	chr1	164569268	164581467	+	chr1	163827897	163828062	4 of 4	741206	741206	753405
NM_010879_Nck2	chr1	43501442	43627345	+	chr1	44195449	44195639	1 of 2	568104	694007	568104
NM_010879_Nck2	chr1	43501442	43627345	+	chr1	44195449	44195639	2 of 2	568104	694007	568104
NM_010880_Ncl	chr1	88241155	88255995	-	chr1	88408969	88409267	1 of 1	152974	152974	167814
NM_010892_Nek2	chr1	193645343	193656921	+	chr1	194258648	194259032	1 of 3	601727	613305	601727
NM_010892_Nek2	chr1	193645343	193656921	+	chr1	194258648	194259032	2 of 3	601727	613305	601727
NM_010892_Nek2	chr1	193645343	193656921	+	chr1	194645118	194645475	3 of 3	988197	999775	988197
NM_010916_Nhlh1	chr1	173982425	173987707	-	chr1	174376470	174376659	1 of 1	388763	388763	394045
NM_010933_Nppc	chr1	88512597	88567147	-	chr1	88408969	88409267	1 of 1	103330	157880	103330
NM_011011_Oprk1	chr1	5578025	5596202	+	---	---	---	---	---	---	---
NM_011063_Pea15a	chr1	174126043	174136915	-	chr1	174376470	174376659	1 of 1	239555	239555	250427
NM_011066_Per2	chr1	93312559	93386413	-	---	---	---	---	---	---	---
NM_011070_Pfdn2	chr1	173275115	173289384	+	chr1	172620917	172621080	1 of 2	654035	654035	668304
NM_011070_Pfdn2	chr1	173275115	173289384	+	chr1	172620779	172620912	2 of 2	654203	654203	668472
NM_011082_Pigr	chr1	132723238	132748826	+	chr1	132950929	132951247	1 of 2	202103	227691	202103
NM_011082_Pigr	chr1	132723238	132748826	+	chr1	133114860	133115015	2 of 2	366034	391622	366034
NM_011086_Pikfyve	chr1	65225807	65332228	+	---	---	---	---	---	---	---
NM_011111_Serpinb2	chr1	109407675	109422169	+	chr1	108747519	108747791	1 of 3	659884	659884	674378
NM_011111_Serpinb2	chr1	109407675	109422169	+	chr1	108747519	108747791	2 of 3	659884	659884	674378
NM_011111_Serpinb2	chr1	109407675	109422169	+	chr1	108747519	108747791	3 of 3	659884	659884	674378
NM_011198_Ptgs2	chr1	151947054	152026155	+	---	---	---	---	---	---	---
NM_011206_Ptpn18	chr1	34516613	34532568	+	chr1	34206924	34207100	1 of 2	309513	309513	325468
NM_011206_Ptpn18	chr1	34516613	34532568	+	chr1	34206924	34207100	2 of 2	309513	309513	325468
NM_011267_Rgs16	chr1	155574693	155592596	+	chr1	155123313	155123435	1 of 3	451258	451258	469161
NM_011267_Rgs16	chr1	155574693	155592596	+	chr1	155123313	155123435	2 of 3	451258	451258	469161
NM_011267_Rgs16	chr1	155574693	155592596	+	chr1	154971572	154971673	3 of 3	603020	603020	620923
NM_011273_Xpr1	chr1	157103002	157264554	-	---	---	---	---	---	---	---
NM_011277_Rnf2	chr1	153305192	153359013	-	---	---	---	---	---	---	---
NM_011283_Rp1	chr1	3989638	4469288	-	---	---	---	---	---	---	---
NM_011318_Apcs	chr1	174824092	174855560	-	chr1	174376470	174376659	1 of 1	447433	478901	447433
NM_011345_Sele	chr1	165978323	165988607	+	---	---	---	---	---	---	---
NM_011346_Sell	chr1	165992132	166007817	+	---	---	---	---	---	---	---
NM_011347_Selp	chr1	166045416	166080154	+	---	---	---	---	---	---	---
NM_011439_Sox13	chr1	135278853	135384763	-	chr1	135582677	135582828	1 of 3	197914	197914	303824
NM_011439_Sox13	chr1	135278853	135384763	-	chr1	135851853	135852218	2 of 3	467090	467090	573000
NM_011439_Sox13	chr1	135278853	135384763	-	chr1	135851853	135852218	3 of 3	467090	467090	573000
NM_011441_Sox17	chr1	4481009	4487839	-	---	---	---	---	---	---	---
NM_011459_Serpinb8	chr1	109486542	109586251	+	chr1	108747519	108747791	1 of 3	738751	738751	838460
NM_011459_Serpinb8	chr1	109486542	109586251	+	chr1	108747519	108747791	2 of 3	738751	738751	838460
NM_011459_Serpinb8	chr1	109486542	109586251	+	chr1	108747519	108747791	3 of 3	738751	738751	838460
NM_011465_Spna1	chr1	176102906	176178561	+	---	---	---	---	---	---	---
NM_011487_Stat4	chr1	52036485	52164030	+	chr1	52625416	52625560	1 of 3	461386	588931	461386
NM_011487_Stat4	chr1	52036485	52164030	+	chr1	52625416	52625560	2 of 3	461386	588931	461386
NM_011487_Stat4	chr1	52036485	52164030	+	chr1	52625416	52625560	3 of 3	461386	588931	461386
NM_011494_Stk16	chr1	75207414	75212181	+	chr1	75481920	75482054	1 of 2	269739	274506	269739
NM_011494_Stk16	chr1	75207414	75212181	+	chr1	75481920	75482054	2 of 2	269739	274506	269739
NM_011541_Tcea1	chr1	4847584	4889703	+	---	---	---	---	---	---	---
NM_011590_Timm17a	chr1	137197272	137210335	-	chr1	136956468	136956598	1 of 1	240674	253737	240674
NM_011633_Traf5	chr1	193821096	193916369	-	chr1	194258648	194259032	1 of 3	342279	342279	437552
NM_011633_Traf5	chr1	193821096	193916369	-	chr1	194258648	194259032	2 of 3	342279	342279	437552
NM_011633_Traf5	chr1	193821096	193916369	-	chr1	194645118	194645475	3 of 3	728749	728749	824022
NM_011650_Tsn	chr1	120194658	120208016	-	chr1	120760212	120760461	1 of 1	552196	552196	565554
NM_011729_Ercc5	chr1	44204270	44256568	+	chr1	44195449	44195639	1 of 2	8631	8631	60929
NM_011729_Ercc5	chr1	44204270	44256568	+	chr1	44195449	44195639	2 of 2	8631	8631	60929
NM_011770_Ikzf2	chr1	69574124	69733875	-	---	---	---	---	---	---	---
NM_011780_Adam23	chr1	63640970	63642850	+	chr1	63664888	63665018	1 of 1	22038	23918	22038
NM_011780_Adam23	chr1	63482194	63639230	+	chr1	63664888	63665018	1 of 1	25658	182694	25658
NM_011785_Akt3	chr1	178940936	179188314	-	---	---	---	---	---	---	---
NM_011794_Bpnt1	chr1	187156058	187181696	+	---	---	---	---	---	---	---
NM_011796_Capn10	chr1	94830953	94844518	+	chr1	95186508	95186637	1 of 2	341990	355555	341990
NM_011796_Capn10	chr1	94830953	94844518	+	chr1	95186508	95186637	2 of 2	341990	355555	341990
NM_011800_Cdh20	chr1	106665116	106892058	+	---	---	---	---	---	---	---
NM_011804_Creg1	chr1	167693878	167710825	+	chr1	167906284	167906554	1 of 4	195459	212406	195459
NM_011804_Creg1	chr1	167693878	167710825	+	chr1	167906284	167906554	2 of 4	195459	212406	195459
NM_011804_Creg1	chr1	167693878	167710825	+	chr1	167906284	167906554	3 of 4	195459	212406	195459
NM_011804_Creg1	chr1	167693878	167710825	+	chr1	167906284	167906554	4 of 4	195459	212406	195459
NM_011811_Farsb	chr1	78414533	78506689	-	chr1	78630893	78631160	1 of 4	124204	124204	216360
NM_011811_Farsb	chr1	78414533	78506689	-	chr1	78630893	78631160	2 of 4	124204	124204	216360
NM_011811_Farsb	chr1	78414533	78506689	-	chr1	78630893	78631160	3 of 4	124204	124204	216360
NM_011811_Farsb	chr1	78414533	78506689	-	chr1	78630893	78631160	4 of 4	124204	124204	216360
NM_011825_Grem2	chr1	176763926	176859770	-	---	---	---	---	---	---	---
NM_011880_Rgs7	chr1	176989221	177422985	-	---	---	---	---	---	---	---
NM_011882_Rnasel	chr1	155596576	155619417	+	chr1	155123313	155123435	1 of 3	473141	473141	495982
NM_011882_Rnasel	chr1	155596576	155619417	+	chr1	155123313	155123435	2 of 3	473141	473141	495982
NM_011882_Rnasel	chr1	155596576	155619417	+	chr1	154971572	154971673	3 of 3	624903	624903	647744
NM_011931_Rfwd2	chr1	161159948	161307408	+	---	---	---	---	---	---	---
NM_011935_Esrrg	chr1	189432683	190062059	+	---	---	---	---	---	---	---
NM_012009_Sh2d1b1	chr1	172162900	172220030	+	chr1	172620779	172620912	1 of 2	400749	457879	400749
NM_012009_Sh2d1b1	chr1	172162900	172220030	+	chr1	172620917	172621080	2 of 2	400887	458017	400887
NM_012012_Exo1	chr1	177810732	177841721	+	---	---	---	---	---	---	---
NM_012049_Nit1	chr1	173270709	173276021	-	chr1	172620917	172621080	1 of 2	649629	654941	649629
NM_012049_Nit1	chr1	173270709	173276021	-	chr1	172620779	172620912	2 of 2	649797	655109	649797
NM_012058_Srp9	chr1	183988019	184062514	+	---	---	---	---	---	---	---
NM_013474_Apoa2	chr1	173151908	173156502	+	chr1	172620917	172621080	1 of 2	530828	530828	535422
NM_013474_Apoa2	chr1	173151908	173156502	+	chr1	172620779	172620912	2 of 2	530996	530996	535590
NM_013489_Cd84	chr1	173769848	173820852	+	chr1	174376470	174376659	1 of 1	555618	606622	555618
NM_013499_Cr1l	chr1	196924298	196957754	-	chr1	197057796	197057843	1 of 1	100042	100042	133498
NM_013612_Slc11a1	chr1	74421758	74433050	+	---	---	---	---	---	---	---
NM_013626_Pam	chr1	99691711	100053468	-	---	---	---	---	---	---	---
NM_013673_Sp100	chr1	84943347	87618694	+	---	---	---	---	---	---	---
NM_013715_Cops5	chr1	10014683	10028315	-	chr1	9619175	9619382	1 of 3	395301	408933	395301
NM_013715_Cops5	chr1	10014683	10028315	-	chr1	9619046	9619167	2 of 3	395516	409148	395516
NM_013715_Cops5	chr1	10014683	10028315	-	chr1	10617233	10617437	3 of 3	588918	588918	602550
NM_013729_Mixl1	chr1	182623184	182634680	-	chr1	182479646	182479905	1 of 2	143279	154775	143279
NM_013729_Mixl1	chr1	182623184	182634680	-	chr1	182479646	182479905	2 of 2	143279	154775	143279
NM_013730_Slamf1	chr1	173682982	173731471	+	chr1	174376470	174376659	1 of 1	644999	693488	644999
NM_013750_Phlda3	chr1	137662671	137665710	+	chr1	136956468	136956598	1 of 3	706073	706073	709112
NM_013750_Phlda3	chr1	137662671	137665710	+	chr1	138437726	138437860	2 of 3	772016	775055	772016
NM_013750_Phlda3	chr1	137662671	137665710	+	chr1	138437726	138437860	3 of 3	772016	775055	772016
NM_013784_Pign	chr1	107385512	107560244	-	---	---	---	---	---	---	---
NM_013835_Trove2	chr1	145597816	145624178	-	chr1	145591041	145591176	1 of 4	6640	33002	6640
NM_013835_Trove2	chr1	145597816	145624178	-	chr1	145591041	145591176	2 of 4	6640	33002	6640
NM_013835_Trove2	chr1	145597816	145624178	-	chr1	145591041	145591176	3 of 4	6640	33002	6640
NM_013835_Trove2	chr1	145597816	145624178	-	chr1	145591041	145591176	4 of 4	6640	33002	6640
NM_013862_Rabgap1l	chr1	162149308	162739582	-	---	---	---	---	---	---	---
NM_013919_Usp21	chr1	173212080	173218102	-	chr1	172620917	172621080	1 of 2	591000	597022	591000
NM_013919_Usp21	chr1	173212080	173218102	-	chr1	172620779	172620912	2 of 2	591168	597190	591168
NM_015750_Neu2	chr1	89348720	89494397	+	chr1	89989553	89989714	1 of 4	495156	640833	495156
NM_015750_Neu2	chr1	89348720	89494397	+	chr1	89989553	89989714	2 of 4	495156	640833	495156
NM_015750_Neu2	chr1	89348720	89494397	+	chr1	89989553	89989714	3 of 4	495156	640833	495156
NM_015750_Neu2	chr1	89348720	89494397	+	chr1	89989553	89989714	4 of 4	495156	640833	495156
NM_015780_Cfhr1	chr1	141443639	141456806	-	---	---	---	---	---	---	---
NM_015811_Rgs1	chr1	146060709	146118313	-	chr1	145591041	145591176	1 of 4	469533	527137	469533
NM_015811_Rgs1	chr1	146060709	146118313	-	chr1	145591041	145591176	2 of 4	469533	527137	469533
NM_015811_Rgs1	chr1	146060709	146118313	-	chr1	145591041	145591176	3 of 4	469533	527137	469533
NM_015811_Rgs1	chr1	146060709	146118313	-	chr1	145591041	145591176	4 of 4	469533	527137	469533
NM_015818_Hs6st1	chr1	36125255	36163289	+	chr1	36106813	36107058	1 of 1	18197	18197	56231
NM_016696_Gpc1	chr1	94728253	94757346	+	chr1	95186508	95186637	1 of 2	429162	458255	429162
NM_016696_Gpc1	chr1	94728253	94757346	+	chr1	95186508	95186637	2 of 2	429162	458255	429162
NM_016702_Agxt	chr1	95031777	95041991	+	chr1	95186508	95186637	1 of 2	144517	154731	144517
NM_016702_Agxt	chr1	95031777	95041991	+	chr1	95186508	95186637	2 of 2	144517	154731	144517
NM_016716_Cul3	chr1	80261498	80323399	-	---	---	---	---	---	---	---
NM_016717_Scly	chr1	93192544	93217635	+	---	---	---	---	---	---	---
NM_016749_Mybph	chr1	136090025	136097809	+	chr1	135851853	135852218	1 of 4	237807	237807	245591
NM_016749_Mybph	chr1	136090025	136097809	+	chr1	135851853	135852218	2 of 4	237807	237807	245591
NM_016749_Mybph	chr1	136090025	136097809	+	chr1	135582677	135582828	3 of 4	507197	507197	514981
NM_016749_Mybph	chr1	136090025	136097809	+	chr1	136956468	136956598	4 of 4	858659	866443	858659
NM_016778_Bok	chr1	95579016	95592340	+	chr1	95186508	95186637	1 of 2	392379	392379	405703
NM_016778_Bok	chr1	95579016	95592340	+	chr1	95186508	95186637	2 of 2	392379	392379	405703
NM_016796_Vamp4	chr1	164500371	164532593	+	chr1	164215623	164215935	1 of 4	284436	284436	316658
NM_016796_Vamp4	chr1	164500371	164532593	+	chr1	164215623	164215935	2 of 4	284436	284436	316658
NM_016796_Vamp4	chr1	164500371	164532593	+	chr1	163827897	163828062	3 of 4	672309	672309	704531
NM_016796_Vamp4	chr1	164500371	164532593	+	chr1	163827897	163828062	4 of 4	672309	672309	704531
NM_016805_Hnrnpu	chr1	180251245	180298730	-	chr1	181061299	181061446	1 of 1	762569	762569	810054
NM_016846_Rgl1	chr1	154357421	154613475	-	chr1	154971572	154971673	1 of 3	358097	358097	614151
NM_016846_Rgl1	chr1	154357421	154613475	-	chr1	155123313	155123435	2 of 3	509838	509838	765892
NM_016846_Rgl1	chr1	154357421	154613475	-	chr1	155123313	155123435	3 of 3	509838	509838	765892
NM_016851_Irf6	chr1	194979326	194998230	+	chr1	194957396	194957723	1 of 4	21603	21603	40507
NM_016851_Irf6	chr1	194979326	194998230	+	chr1	194957396	194957723	2 of 4	21603	21603	40507
NM_016851_Irf6	chr1	194979326	194998230	+	chr1	194645118	194645475	3 of 4	333851	333851	352755
NM_016851_Irf6	chr1	194979326	194998230	+	chr1	195324443	195324741	4 of 4	326213	345117	326213
NM_016894_Ramp1	chr1	93076419	93120251	+	---	---	---	---	---	---	---
NM_016894_Ramp1	chr1	93120257	93121772	+	---	---	---	---	---	---	---
NM_016916_Blcap	chr1	46068602	46087314	-	---	---	---	---	---	---	---
NM_016917_Slc40a1	chr1	45964925	45999090	-	---	---	---	---	---	---	---
NM_016923_Ly96	chr1	16678152	16699618	+	chr1	17030405	17030545	1 of 2	330787	352253	330787
NM_016923_Ly96	chr1	16678152	16699618	+	chr1	17030405	17030545	2 of 2	330787	352253	330787
NM_016928_Tlr5	chr1	184884929	184903333	+	chr1	185854947	185855105	1 of 2	951614	970018	951614
NM_016928_Tlr5	chr1	184884929	184903333	+	chr1	185854947	185855105	2 of 2	951614	970018	951614
NM_016960_Ccl20	chr1	83112527	83138624	+	---	---	---	---	---	---	---
NM_017480_Icos	chr1	61034747	61057162	+	---	---	---	---	---	---	---
NM_018729_Cd244	chr1	173481630	173515439	+	chr1	172620917	172621080	1 of 3	860550	860550	894359
NM_018729_Cd244	chr1	173481630	173515439	+	chr1	172620779	172620912	2 of 3	860718	860718	894527
NM_018729_Cd244	chr1	173481630	173515439	+	chr1	174376470	174376659	3 of 3	861031	894840	861031
NM_018750_Rassf5	chr1	133072991	133144761	-	chr1	133114860	133115015	1 of 2	0	29746	41869
NM_018750_Rassf5	chr1	133072991	133144761	-	chr1	132950929	132951247	2 of 2	121744	193514	121744
NM_018775_Tbc1d8	chr1	39428350	39544345	-	chr1	39492140	39492513	1 of 4	0	51832	63790
NM_018775_Tbc1d8	chr1	39428350	39544345	-	chr1	39492140	39492513	2 of 4	0	51832	63790
NM_018775_Tbc1d8	chr1	39428350	39544345	-	chr1	40325917	40326123	3 of 4	781572	781572	897567
NM_018775_Tbc1d8	chr1	39428350	39544345	-	chr1	40325917	40326123	4 of 4	781572	781572	897567
NM_018796_Eef1b2	chr1	63221360	63227060	+	chr1	63664888	63665018	1 of 1	437828	443528	437828
NM_018817_Smarcal1	chr1	72629842	72679806	+	chr1	72769824	72770056	1 of 3	90018	139982	90018
NM_018817_Smarcal1	chr1	72629842	72679806	+	chr1	72770058	72770226	2 of 3	90252	140216	90252
NM_018817_Smarcal1	chr1	72629842	72679806	+	chr1	72815517	72815742	3 of 3	135711	185675	135711
NM_018868_Nop58	chr1	59741819	59769026	+	---	---	---	---	---	---	---
NM_018872_Tmem131	chr1	36841788	37000491	-	chr1	36106813	36107058	1 of 1	734730	893433	734730
NM_018881_Fmo2	chr1	164804452	164828875	-	chr1	164215623	164215935	1 of 2	588517	612940	588517
NM_018881_Fmo2	chr1	164804452	164828875	-	chr1	164215623	164215935	2 of 2	588517	612940	588517
NM_019432_Tmem37	chr1	121962801	121979194	-	---	---	---	---	---	---	---
NM_019445_Fmn2	chr1	176431685	176752860	+	---	---	---	---	---	---	---
NM_019479_Hes6	chr1	93308097	93310595	-	---	---	---	---	---	---	---
NM_019484_Refbp2	chr1	173433397	173434881	+	chr1	172620917	172621080	1 of 3	812317	812317	813801
NM_019484_Refbp2	chr1	173433397	173434881	+	chr1	172620779	172620912	2 of 3	812485	812485	813969
NM_019484_Refbp2	chr1	173433397	173434881	+	chr1	174376470	174376659	3 of 3	941589	943073	941589
NM_019562_Uchl5	chr1	145623774	145654586	+	chr1	145591041	145591176	1 of 4	32598	32598	63410
NM_019562_Uchl5	chr1	145623774	145654586	+	chr1	145591041	145591176	2 of 4	32598	32598	63410
NM_019562_Uchl5	chr1	145623774	145654586	+	chr1	145591041	145591176	3 of 4	32598	32598	63410
NM_019562_Uchl5	chr1	145623774	145654586	+	chr1	145591041	145591176	4 of 4	32598	32598	63410
